"created_at","id","id_str","full_text","truncated","display_text_range","entities","metadata","source","in_reply_to_status_id","in_reply_to_status_id_str","in_reply_to_user_id","in_reply_to_user_id_str","in_reply_to_screen_name","geo","coordinates","place","contributors","retweeted_status","is_quote_status","quoted_status_id","quoted_status_id_str","retweet_count","favorite_count","favorited","retweeted","lang","possibly_sensitive","quoted_status","text","favorited_by","scopes","display_text_width","quoted_status_permalink","quote_count","timestamp_ms","reply_count","filter_level","query","withheld_scope","withheld_copyright","withheld_in_countries","possibly_sensitive_appealable"
2022-11-18 14:34:10,1593598440675500032,"1593598440675500032","RT @brandmaier: Hi! I am running the twitter channel of @QCMB_Journal. Peer-reviewed, open access, no fees. We like methods, stats, and fre…",FALSE,140,
